gid;Modelo;Num. Banco;Emplazamiento;Num. Policia;Distrito;Barrio;Año Instalacion;geo_point_2d
4642;SILLA MEDITERRANEO;789;CARRER MÚSIC PEYDRÓ 43;46;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47032087890204, -0.3792642717065881
4648;SILLA MEDITERRANEO;779;CARRER ARQUEBISBE MAYORAL 24ac;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46844087452446, -0.37862826469197036
4651;;776;CARRER BALDOVÍ 1ac;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.4690631367017, -0.3790091789577519
4653;PIEDRA;773;CARRER BALDOVÍ 2;2;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.468955822687576, -0.37878225455038994
4654;SILLA MEDITERRANEO;766;CARRER ÀNIMES 10ac;20;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.469041073736754, -0.37828547315041894
4659;SILLA MEDITERRANEO;764;CARRER ARQUEBISBE MAYORAL 5;5;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.469360765686915, -0.3781571415856021
4660;SILLA MEDITERRANEO;763;CARRER ARQUEBISBE MAYORAL 3ac;3;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46948352060021, -0.37810367863333866
4661;PIEDRA;979;PLAÇA SANTA CREU 2;1;1 - CIUTAT VELLA;3 - EL CARME;;39.478568380234954, -0.37816771208102795
4665;OTROS;90;CARRER CIUTAT DE MULA 21ac;19;6 - EL PLA DEL REAL;2 - MESTALLA;;39.474160543499075, -0.3533864930769333
4666;PIEDRA;50;AVINGUDA ARAGÓ 34;1;6 - EL PLA DEL REAL;2 - MESTALLA;;39.47283173364103, -0.35654613294651855
4667;PIEDRA;80;AVINGUDA ARAGÓ 38;18;6 - EL PLA DEL REAL;2 - MESTALLA;;39.474131406193116, -0.35605690697754305
4670;ROMANTICO;1047;PLAÇA NÀPOLS I SICÍLIA 4;4;1 - CIUTAT VELLA;2 - LA XEREA;;39.47559183896633, -0.3729182286674295
4676;MEDITERRANEO;348;CARRER PUERTO RICO 42;42;2 - L'EIXAMPLE;1 - RUSSAFA;;39.460811242630186, -0.3770781903636481
4678;PIEDRA;1082;PLAÇA ESCOLANIA DE LA MARE DE DÉU DELS DESEMPARATS 2;0;1 - CIUTAT VELLA;1 - LA SEU;;39.47655668127754, -0.37491629956781497
4682;;6148;CARRER CASTELL DE POP, 34;;11 - POBLATS MARITIMS;5 - NATZARET;;39.44802568619768, -0.33319437377754174
4683;;6149;CARRER CASTELL DE POP, 34;;11 - POBLATS MARITIMS;5 - NATZARET;;39.44799979587543, -0.33320242099356284
4685;;6151;PLAÇA ARAS DE LOS OLMOS, 2;;11 - POBLATS MARITIMS;5 - NATZARET;;39.448459602321755, -0.33349612187830624
4690;;6156;CARRER PARC DE NATZARET, 25;;11 - POBLATS MARITIMS;5 - NATZARET;;39.448356042527436, -0.3331139077560056
4695;;6161;CARRER DALT DE LA MAR, 56;;11 - POBLATS MARITIMS;5 - NATZARET;;39.4501942038392, -0.3336302331126007
4700;;6166;CARRER DALT DE LA MAR, 56;;11 - POBLATS MARITIMS;5 - NATZARET;;39.45019006239463, -0.3338421274685521
4703;ROMANTICO;861;CARRER ÀNGEL GUIMERÀ 45;45;3 - EXTRAMURS;4 - ARRANCAPINS;;39.46945992973887, -0.3886570885516538
4705;MEDITERRANEO;858;CARRER ÀNGEL GUIMERÀ 68;68;3 - EXTRAMURS;3 - LA PETXINA;;39.469350551190914, -0.3904900612322373
4706;MEDITERRANEO;842;CARRER TEROL 13;13;3 - EXTRAMURS;3 - LA PETXINA;;39.475724917929206, -0.39293257747773314
4709;MEDITERRANEO;826;GRAN VIA RAMÓN Y CAJAL 10ac;8;3 - EXTRAMURS;2 - LA ROQUETA;;39.464267495755585, -0.3803971802218574
4725;SILLA MEDITERRANEO;762;CARRER ARQUEBISBE MAYORAL 3ac;3;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46950858729896, -0.37809587945111917
4728;SILLA MEDITERRANEO;759;CARRER CONVENT DE SANT FRANCESC 8;8;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.468741544388344, -0.37773504296476745
4729;SILLA MEDITERRANEO;755;CARRER CONVENT DE SANT FRANCESC 6;5;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46907213181966, -0.3777143033383547
4732;SILLA MEDITERRANEO;754;CARRER CONVENT DE SANT FRANCESC 4;3;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46918577015053, -0.37770717552029026
4733;SILLA MEDITERRANEO;753;CARRER CONVENT DE SANT FRANCESC 4;3;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46920703091684, -0.3777063769170799
4734;SILLA MEDITERRANEO;752;CARRER CONVENT DE SANT FRANCESC 1ac;2;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46930359030096, -0.3776873490768793
4743;ROMANTICO;736;PLAÇA AJUNTAMENT 1;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46986704947684, -0.3765291860243935
4744;ROMANTICO;734;PLAÇA AJUNTAMENT 1;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.470001358517365, -0.3765250569095413
4746;ROMANTICO;732;PLAÇA AJUNTAMENT 2;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.470153763711245, -0.3764920841703692
4747;PIEDRA;1258;AVINGUDA TAMARINDES 1;1;4 - CAMPANAR;4 - SANT PAU;;39.475642711253094, -0.40191244865135173
4748;PIEDRA;1140;PLAÇA GRUP PARPALLÓ 8;8;4 - CAMPANAR;4 - SANT PAU;;39.47633274770723, -0.4001157602098718
4751;MEDITERRANEO;327;CARRER MOSSÉN FEMENIA 15;15;2 - L'EIXAMPLE;1 - RUSSAFA;;39.46214243971248, -0.37321119738111463
4753;ROMANTICO;4416;AVINGUDA DOCTOR TOMÀS SALA 35ac;;9 - JESUS;4 - SANT MARCEL.LI;;39.447119163393424, -0.3883516801011356
4755;mediterraneo;4431;AVINGUDA FERNANDO ABRIL MARTORELL 82;;10 - QUATRE CARRERES;3 - MALILLA;;39.446014234658904, -0.3814956856246041
4756;romantico;4440;AVINGUDA FERNANDO ABRIL MARTORELL 36;;10 - QUATRE CARRERES;3 - MALILLA;;39.44567110834385, -0.37844156130112544
4761;PIEDRA;302;GRAN VIA GERMANIES 33;31;2 - L'EIXAMPLE;1 - RUSSAFA;;39.463730901220266, -0.3761225062463402
4764;mediterraneo;4444;AVINGUDA FERNANDO ABRIL MARTORELL 28;;10 - QUATRE CARRERES;3 - MALILLA;;39.44544237769019, -0.3757628258170921
4767;MEDITERRANEO;544;CARRER GREGORI GEA 31;31;4 - CAMPANAR;1 - CAMPANAR;;39.482104482153694, -0.38915572015428807
4769;;1578;CARRER FRA JUNÍPER SERRA 52;;8 - PATRAIX;3 - VARA DE QUART;;39.46092962875116, -0.40032100396145204
4772;;1575;CARRER FRA JUNÍPER SERRA 54;;8 - PATRAIX;3 - VARA DE QUART;;39.461103577253944, -0.40025126662324345
4773;MEDITERRANEO;1574;CARRER TORRENT 1ac;;8 - PATRAIX;3 - VARA DE QUART;;39.46194060659443, -0.3992227707935359
4774;MEDITERRANEO;1572;CARRER ARXIDUC CARLES 28;;8 - PATRAIX;1 - PATRAIX;;39.46358686658257, -0.3966384622147558
4775;;1571;CARRER ARXIDUC CARLES 30;;8 - PATRAIX;1 - PATRAIX;;39.46343673783703, -0.3968007354541532
4778;MEDITERRANEO;1568;;;8 - PATRAIX;4 - SAFRANAR;;39.460553837432734, -0.39939630088819866
4780;BANCO ECOLOGICO;1555;CARRER FRA JOAN MONTSÓ 1ac;;10 - QUATRE CARRERES;2 - EN CORTS;;39.45768887750309, -0.37161430987866684
4782;BANCO ECOLOGICO;1553;CARRER FONTILLES 27ac;;11 - POBLATS MARITIMS;5 - NATZARET;;39.449705814653846, -0.33348012019344225
4784;BANCO ECOLOGICO;1550;CARRER SERRADORA 73;;13 - ALGIROS;1 - L'ILLA PERDUDA;;39.468049556144436, -0.3351505530359649
4794;MEDITERRANEO;1388;CARRER ARTUR BALLESTER 8;8;4 - CAMPANAR;4 - SANT PAU;;39.48398749949964, -0.4035806404253735
4805;MEDITERRANEO;472;AVINGUDA CAMPANAR 12;12;4 - CAMPANAR;3 - EL CALVARI;;39.48712667407259, -0.39036541840789246
4806;MEDITERRANEO;471;AVINGUDA CAMPANAR 8;8;4 - CAMPANAR;3 - EL CALVARI;;39.48747762197176, -0.3902142518126867
4807;MEDITERRANEO;470;CARRER DOCTOR NICASI BENLLOCH 9;9;4 - CAMPANAR;3 - EL CALVARI;;39.48793900098105, -0.39014497614245386
4808;MEDITERRANEO;469;CARRER DOCTOR NICASI BENLLOCH 11ac;9;4 - CAMPANAR;3 - EL CALVARI;;39.48802603833172, -0.39032963799334275
4812;ROMANTICO;731;PLAÇA AJUNTAMENT 20ac;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47015776497936, -0.376443859359595
4818;ROMANTICO;724;PLAÇA AJUNTAMENT 23ac;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.469900166124866, -0.37617006954185817
4824;SILLA MEDITERRANEO;706;CARRER MORATÍN 7;7;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47169789187057, -0.3760065915713941
4827;PIEDRA;690;PLAÇA RODRIGO BOTET 4;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47153011284194, -0.3753384249609419
4828;PIEDRA;688;CARRER POETA QUEROL 17ac;15;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47081758873363, -0.37410536480583007
4829;PIEDRA;687;CARRER POETA QUEROL 11;11;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.471282738185714, -0.3741539360048832
4833;PIEDRA;680;CARRER COLÓN 13;13;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46825362183595, -0.3733463223770276
4836;MEDITERRANEO;523;CARRER MARQUÉS DE SANT JOAN 33;33;4 - CAMPANAR;1 - CAMPANAR;;39.47743298090577, -0.39887560908388014
4840;SILLA MEDITERRANEO;793;CARRER MÚSIC PEYDRÓ 36;27;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47116966094787, -0.37865793397408204
4841;MEDITERRANEO;518;CARRER MARQUÉS DE SANT JOAN 30;30;4 - CAMPANAR;1 - CAMPANAR;;39.47763288488335, -0.39868677850096185
4842;PIEDRA;922;GRAN VIA RAMÓN Y CAJAL 9;11;3 - EXTRAMURS;4 - ARRANCAPINS;;39.463948058141625, -0.38074996770915087
4843;OTROS;906;CARRER SALAS QUIROGA 8;9;3 - EXTRAMURS;4 - ARRANCAPINS;;39.465370741738056, -0.38555433381921694
4845;PIEDRA;784;CARRER GRAVADOR SELMA 2;5;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46954212393705, -0.37904381234072687
4847;SILLA MEDITERRANEO;765;CARRER ARQUEBISBE MAYORAL 5;5;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46933569898222, -0.3781649407265801
4849;MEDITERRANEO;820;CARRER TROIA 10;10;3 - EXTRAMURS;2 - LA ROQUETA;;39.46703448906232, -0.38221669792842516
4853;ROMANTICO;748;PLAÇA AJUNTAMENT 20ac;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47037472684932, -0.3763837370750966
4854;ROMANTICO;735;PLAÇA AJUNTAMENT 1;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.469940373464524, -0.3765288481599768
4856;MEDITERRANEO;1573;CARRER TORRENT 1ac;;8 - PATRAIX;3 - VARA DE QUART;;39.461957173089175, -0.3992790973672448
4857;MEDITERRANEO;1540;AVINGUDA MESTRE RODRIGO (MÚSIC) 84;;4 - CAMPANAR;4 - SANT PAU;;39.48989486160109, -0.4062248003079622
4858;MEDITERRANEO;1539;CARRER CAMP DE MORVEDRE 3ac;;4 - CAMPANAR;4 - SANT PAU;;39.489620972604094, -0.40591804054196656
4860;MEDITERRANEO;1536;AVINGUDA MANUEL DE FALLA 7;;4 - CAMPANAR;1 - CAMPANAR;;39.476113980356175, -0.39875437493504673
4863;MEDITERRANEO;1533;CARRER EDUARD SOLER I PÉREZ 5;;4 - CAMPANAR;4 - SANT PAU;;39.47685999121753, -0.3998891653356647
4868;MEDITERRANEO;1520;AVINGUDA PORT 209;;12 - CAMINS AL GRAU;1 - AIORA;;39.46229466894861, -0.3401314088977779
4869;MEDITERRANEO;1509;AVINGUDA PERIS I VALERO 105;;2 - L'EIXAMPLE;1 - RUSSAFA;;39.45937425380611, -0.3704369182482967
4870;MEDITERRANEO;1506;AVINGUDA AUSIÀS MARCH 36;;10 - QUATRE CARRERES;3 - MALILLA;;39.453652072249604, -0.37387179563451445
4873;MEDITERRANEO;1493;AVINGUDA DOCTOR WAKSMAN 65;;10 - QUATRE CARRERES;2 - EN CORTS;;39.455425981175836, -0.3679977233592954
4874;MEDITERRANEO;1482;AVINGUDA AMAT GRANELL MESADO (MILITAR) 9;;10 - QUATRE CARRERES;1 - MONT-OLIVET;;39.460275650992145, -0.36560808199113815
4876;MEDITERRANEO;1470;PLAÇA MÚRCIA 1;;7 - L'OLIVERETA;4 - LA FONTSANTA;;39.464881073051295, -0.4082571065246374
4881;MEDITERRANEO;936;PASSAGE VENTURA FELIU 21;21;3 - EXTRAMURS;4 - ARRANCAPINS;;39.462431387770145, -0.38426067821496057
4882;MEDITERRANEO;935;CARRER ALBACETE 27;27;3 - EXTRAMURS;4 - ARRANCAPINS;;39.46284589046935, -0.38431582574579337
4885;MEDITERRANEO;932;CARRER ALBACETE 40;40;3 - EXTRAMURS;4 - ARRANCAPINS;;39.46362227896191, -0.38400201841613085
4888;MEDITERRANEO;928;CARRER ALBACETE 46;46;3 - EXTRAMURS;4 - ARRANCAPINS;;39.462960255321065, -0.38443501628533633
4891;MEDITERRANEO;916;CARRER JESÚS 73;73;3 - EXTRAMURS;4 - ARRANCAPINS;;39.46399795534278, -0.3851600977407063
4894;ROMANDO;911;AVINGUDA PÉREZ GALDÓS 22ac;22;3 - EXTRAMURS;4 - ARRANCAPINS;;39.46400724669246, -0.38747716449213354
4898;MEDITERRANEO;907;CARRER SALAS QUIROGA 8;9;3 - EXTRAMURS;4 - ARRANCAPINS;;39.46541447804125, -0.3855734890293185
4901;PIEDRA;675;CARRER COLÓN 17;17;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46857772811045, -0.37288387088323177
4902;PIEDRA;674;CARRER COLÓN 19;19;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46868022360676, -0.3727425119105966
4904;OTROS;667;PLAÇA PINAZOS 3ac;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47013619822535, -0.370933641562167
4910;PIEDRA;661;CARRER COLÓN 39;39;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.4707267839959, -0.37003409260379855
4913;PIEDRA;654;CARRER COLÓN 43;43;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47112579590907, -0.3695964155319114
4915;MEDITERRANEO;652;CARRER COLÓN 45ac;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47153746416495, -0.369331878530351
4918;SILLA MEDITERRANEO;1036;PLAÇA FORN DE SANT NICOLAU 8;0;1 - CIUTAT VELLA;5 - EL MERCAT;;39.47582854296599, -0.37923992186134914
4919;SILLA	MEDITERRANEO;1035;PLAÇA FORN DE SANT NICOLAU 7;0;1 - CIUTAT VELLA;5 - EL MERCAT;;39.47584838945495, -0.37923713075263604
4928;MEDITERRANEO;473;AVINGUDA CAMPANAR 14;14;4 - CAMPANAR;3 - EL CALVARI;;39.4870688777633, -0.3903888679380488
4929;MEDITERRANEO;466;CARRER CONCHITA PIQUER 12;12;4 - CAMPANAR;3 - EL CALVARI;;39.48739280516598, -0.3918762208127876
4932;PIEDRA;686;CARRER POETA QUEROL 9;9;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.47158795369721, -0.3741901118695351
4937;MEDITERRANEO;929;CARRER ALBACETE 46;46;3 - EXTRAMURS;4 - ARRANCAPINS;;39.46307497230539, -0.38434529575427884
4942;MEDITERRANEO;1038;CARRER PEU DE LA CREU 6;6;1 - CIUTAT VELLA;5 - EL MERCAT;;39.47317181975944, -0.38046367148406535
4944;MEDITERRANEO;170;CARRER JAUME ROIG 4ac;6;6 - EL PLA DEL REAL;3 - JAUME ROIG;;39.480633798038426, -0.3642978939516074
4946;MEDITERRANEO;164;CARRER EMILI BARÓ 11;11;6 - EL PLA DEL REAL;3 - JAUME ROIG;;39.48472307331994, -0.3624544384384342
4950;ROMANTICO;188;;0;6 - EL PLA DEL REAL;2 - MESTALLA;;39.47111964066724, -0.36404366756329565
4951;ROMANTICO;187;;0;6 - EL PLA DEL REAL;2 - MESTALLA;;39.47122411775547, -0.3638181888045161
4955;MEDITERRANEO;154;AVINGUDA PORT 9;9;6 - EL PLA DEL REAL;2 - MESTALLA;;39.46797070708644, -0.3591948966033219
4956;MEDITERRANEO;153;AVINGUDA PORT 1;1;6 - EL PLA DEL REAL;2 - MESTALLA;;39.46811094579112, -0.35969997126978875
4958;MEDITERRANEO;150;CARRER AMADEU DE SAVOIA 19;19;6 - EL PLA DEL REAL;2 - MESTALLA;;39.472788731867325, -0.35852729774202396
4959;MEDITERRANEO;149;AVINGUDA ARAGÓ 21;17;6 - EL PLA DEL REAL;2 - MESTALLA;;39.47220644304557, -0.3580621358367889
4962;MEDITERRANEO;140;AVINGUDA ARAGÓ 13;13;6 - EL PLA DEL REAL;2 - MESTALLA;;39.47067642249518, -0.3587755940348252
4964;MEDITERRANEO;134;CARRER ÈOL 1ac;30;6 - EL PLA DEL REAL;2 - MESTALLA;;39.47147086392249, -0.3575734112677322
4972;MEDITERRANEO;895;CARRER SANT JOSEP DE CALASSANÇ 23ac;21;3 - EXTRAMURS;4 - ARRANCAPINS;;39.466799607890515, -0.38962308985512306
4979;OTROS;885;CARRER SANT FRANCESC DE BORJA 5;7;3 - EXTRAMURS;4 - ARRANCAPINS;;39.465972662102445, -0.38476740263559955
4980;MEDITERRANEO;880;CARRER CONCA 17;17;3 - EXTRAMURS;4 - ARRANCAPINS;;39.46819800396887, -0.3849516891805873
4984;OTROS;876;CARRER SANT FRANCESC DE BORJA 8;6;3 - EXTRAMURS;4 - ARRANCAPINS;;39.466148571598104, -0.3848928597925592
4990;VALENCIA;970;CARRER GUILLEM DE CASTRO 76ac;76;1 - CIUTAT VELLA;4 - EL PILAR;;39.47484957925239, -0.3839035674244629
4993;VALENCIA;974;CARRER GUILLEM DE CASTRO 82ac;78;1 - CIUTAT VELLA;4 - EL PILAR;;39.4751615976823, -0.38391230803277143
4997;PIEDRA;966;PLAÇA ESCOLES PIES 1ac;0;1 - CIUTAT VELLA;4 - EL PILAR;;39.473685771233754, -0.3817608376943964
5008;PIEDRA;953;CARRER RECARED 1ac;0;1 - CIUTAT VELLA;4 - EL PILAR;;39.473345336837845, -0.38249662899430703
5013;MEDITERRANEO;143;AVINGUDA ARAGÓ 13;13;6 - EL PLA DEL REAL;2 - MESTALLA;;39.47108644258364, -0.3585914577702681
5017;ROMANTICO;873;CARRER ALBERIC 21ac;18;3 - EXTRAMURS;4 - ARRANCAPINS;;39.46683888495957, -0.38835233284016163
5020;PIEDRA;959;CARRER RECARED 2ac;0;1 - CIUTAT VELLA;4 - EL PILAR;;39.47337743986201, -0.38272282472245744
5022;MEDITERRANEO;137;AVINGUDA ARAGÓ 30;30;6 - EL PLA DEL REAL;2 - MESTALLA;;39.4718719624475, -0.3573718075161786
5023;OTROS;38;PLAÇA POLO DE BERNABÉ 10ac;0;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.474598260371465, -0.3632878869329514
5024;OTROS;26;PLAÇA POLO DE BERNABÉ 3;0;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.47498146707846, -0.36292345262518333
5028;MEDITERRANEO;831;CARRER ERMITA 1;12;3 - EXTRAMURS;2 - LA ROQUETA;;39.46533353395067, -0.3811569948630299
5029;MEDITERRANEO;640;AVINGUDA BURJASSOT 3;3;4 - CAMPANAR;2 - LES TENDETES;;39.482824713008554, -0.38218254452730777
5033;VALENCIA;3;CARRER ARTS GRÀFIQUES 25;42;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.475891818136866, -0.3593707286351831
5035;MEDITERRANEO;138;AVINGUDA ARAGÓ 30;30;6 - EL PLA DEL REAL;2 - MESTALLA;;39.47200891794973, -0.3573090040691482
5039;PIEDRA;57;CARRER BÈLGICA 3ac;12;6 - EL PLA DEL REAL;2 - MESTALLA;;39.473154220742295, -0.3561925151182806
5040;ROMANTICO;43;PLAÇA REYES PRÒSPER 4ac;0;6 - EL PLA DEL REAL;2 - MESTALLA;;39.47326329256784, -0.36020018657773606
5046;OTROS;35;PLAÇA POLO DE BERNABÉ 8ac;0;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.474561539499966, -0.3629471993834538
5047;OTROS;34;PLAÇA POLO DE BERNABÉ 8ac;0;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.474596856382476, -0.3629310326766235
5048;OTROS;33;PLAÇA POLO DE BERNABÉ 7ac;0;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.47464846268949, -0.36290739226658764
5049;OTROS;32;PLAÇA POLO DE BERNABÉ 7ac;0;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.47469602060818, -0.36288677594121327
5050;OTROS;25;PLAÇA POLO DE BERNABÉ 2;0;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.47501985339043, -0.3630731169138032
5053;OTROS;23;PLAÇA POLO DE BERNABÉ 1ac;0;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.475045684087064, -0.3633023119158087
5055;OTROS;21;PLAÇA POLO DE BERNABÉ 11;0;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.47493453979162, -0.36335736639851635
5057;MEDITERRANEO;868;CARRER PINTOR NAVARRO LLORENS 11;11;3 - EXTRAMURS;4 - ARRANCAPINS;;39.46689437791904, -0.3877778761924646
5060;ROMANTICO;860;CARRER ÀNGEL GUIMERÀ 43ac;41;3 - EXTRAMURS;4 - ARRANCAPINS;;39.46958342648036, -0.3883044779118036
5069;MEDITERRANEO;846;CARRER JOAN LLORENÇ 8;0;3 - EXTRAMURS;3 - LA PETXINA;;39.473688759395166, -0.39149598263232843
5073;MEDITERRANEO;838;CARRER DOCTOR ZAMENHOF 48;48;3 - EXTRAMURS;3 - LA PETXINA;;39.47474549357656, -0.39444592349386753
5074;MEDITERRANEO;837;CARRER DOCTOR ZAMENHOF 52;54;3 - EXTRAMURS;3 - LA PETXINA;;39.47462057423957, -0.3947431326708186
5075;MEDITERRANEO;832;CARRER ERMITA 1;12;3 - EXTRAMURS;2 - LA ROQUETA;;39.46531374905654, -0.38113853638859346
5078;MEDITERRANEO;646;CARRER MAURO GUILLÉN 1;1;4 - CAMPANAR;2 - LES TENDETES;;39.48232175273386, -0.38305007168253474
5079;MEDITERRANEO;645;AVINGUDA BURJASSOT 3;3;4 - CAMPANAR;2 - LES TENDETES;;39.48285127163295, -0.38236173242137533
5084;VALENCIA;634;CARRER GREGORI GEA 30ac;0;4 - CAMPANAR;2 - LES TENDETES;;39.48246790806443, -0.3871425615542221
5088;VALENCIA;629;CARRER GREGORI GEA 30ac;0;4 - CAMPANAR;2 - LES TENDETES;;39.48250645463014, -0.3870539269904959
5094;VALENCIA;621;CARRER GREGORI GEA 19;0;4 - CAMPANAR;2 - LES TENDETES;;39.48284873927735, -0.3862505723254495
5096;VALENCIA;618;CARRER GREGORI GEA 19;0;4 - CAMPANAR;2 - LES TENDETES;;39.482768580642194, -0.38619737706238905
5098;VALENCIA;616;CARRER GREGORI GEA 19;0;4 - CAMPANAR;2 - LES TENDETES;;39.48292568834466, -0.38608178157519246
5101;VALENCIA;613;CARRER GREGORI GEA 17;0;4 - CAMPANAR;2 - LES TENDETES;;39.482946423577765, -0.38577929817211265
5102;MEDITERRANEO;240;CAMÍ CASES DE BÀRCENA 88;80;17 - POBLATS DEL NORD;4 - LES CASES DE BARCENA;;39.52219441771873, -0.3574227411435744
5105;MEDITERRANEO;251;CARRER ALMIRALL CADARSO 22;20;2 - L'EIXAMPLE;3 - LA GRAN VIA;;39.46482977959515, -0.3678108030709966
5111;MEDITERRANEO;237;CAMÍ CASES DE BÀRCENA 4;4;17 - POBLATS DEL NORD;4 - LES CASES DE BARCENA;;39.51767990734752, -0.3605302140985449
5113;MEDITERRANEO;589;CARRER VINALOPÓ 10;10;13 - ALGIROS;4 - LA VEGA BAIXA;;39.47752076314631, -0.35023144353288405
5114;MEDITERRANEO;578;CARRER POETA ARTOLA 15;15;13 - ALGIROS;4 - LA VEGA BAIXA;;39.475756004004054, -0.3488581821274267
5120;ROMANTICO;507;AVINGUDA CAMPANAR 35;37;4 - CAMPANAR;1 - CAMPANAR;;39.47976982719722, -0.39346861924793114
5121;MEDITERRANEO;500;CARRER VALL DE LA BALLESTERA 17;17;4 - CAMPANAR;1 - CAMPANAR;;39.480261572952756, -0.39513752373608857
5125;OTROS;18;PLAÇA POLO DE BERNABÉ 11;0;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.47477242926916, -0.3634376756283737
5127;MEDITERRANEO;16;PLAÇA LEGIÓ ESPANYOLA 5ac;0;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.47808024419267, -0.3651289246051262
5130;MEDITERRANEO;11;CARRER ARTS GRÀFIQUES 12;12;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.47661804866771, -0.36228810021137986
5132;MEDITERRANEO;9;CARRER ARTS GRÀFIQUES 20;18;6 - EL PLA DEL REAL;1 - EXPOSICIO;;39.47636408252135, -0.36142422765877824
5139;MEDITERRANEO;1412;CAMÍ CASES DE BÀRCENA 114;119;17 - POBLATS DEL NORD;4 - LES CASES DE BARCENA;;39.523769965367485, -0.356387999007315
5140;MEDITERRANEO;1411;CAMÍ CASES DE BÀRCENA 119;119;17 - POBLATS DEL NORD;4 - LES CASES DE BARCENA;;39.523641775416344, -0.3564538858671311
5142;MEDITERRANEO;242;CAMÍ CASES DE BÀRCENA 92;80;17 - POBLATS DEL NORD;4 - LES CASES DE BARCENA;;39.5223165726021, -0.3573426045131607
5148;MEDITERRANEO;824;GRAN VIA RAMÓN Y CAJAL 6;6;3 - EXTRAMURS;2 - LA ROQUETA;;39.46391763708034, -0.3801509291410688
5150;SILLA MEDITERRANEO;819;CARRER CERVANTES 32ac;10;3 - EXTRAMURS;2 - LA ROQUETA;;39.46704501062381, -0.38210788496996156
5154;PIEDRA;834;GRAN VIA FERRAN EL CATÒLIC 4;6;3 - EXTRAMURS;1 - EL BOTANIC;;39.46975243464189, -0.38431385204261953
5159;VALENCIA;257;CARRER MESTRE GOZALBO 28;29;2 - L'EIXAMPLE;3 - LA GRAN VIA;;39.464202301262326, -0.36872429223930014
5167;ROMANTICO;452;PLAÇA AMÈRICA 6ac;0;2 - L'EIXAMPLE;2 - EL PLA DEL REMEI;;39.47090306695847, -0.36485627423224504
5169;PIEDRA;612;CARRER GREGORI GEA 14;0;4 - CAMPANAR;2 - LES TENDETES;;39.48310723976176, -0.38564396174091237
5172;PIEDRA;610;CARRER GREGORI GEA 17;0;4 - CAMPANAR;2 - LES TENDETES;;39.48298137574792, -0.38569792339155246
5173;PIEDRA;608;CARRER GREGORI GEA 12dup.ac;0;4 - CAMPANAR;2 - LES TENDETES;;39.48321877354181, -0.3853907274626217
5175;PIEDRA;605;CARRER GREGORI GEA 13ac;0;4 - CAMPANAR;2 - LES TENDETES;;39.4831168473834, -0.385377085070316
