Geo Point;Geo Shape;nombre;coddistbar;coddistrit;codbar;Zones verd;Densitat_p;turismes_e;atur_16_64;renda_mitj;risc_pobre;Index_Equi;Index_Soci;Index_Glob;Index_Gl_1
39.489296785225136, -0.3793889618347313;"{""coordinates"": [[[-0.382164749089022, 39.490288045649635], [-0.380499594434762, 39.490664913365514], [-0.378572630988664, 39.49108539895988], [-0.377452881120026, 39.49133489891498], [-0.376352848320486, 39.491562302237966], [-0.373883715304485, 39.49206055364048], [-0.375880247442779, 39.48942557793793], [-0.376595015080074, 39.488428239590306], [-0.37673655980544, 39.48821972896707], [-0.376995610974313, 39.48784270402149], [-0.377267106075646, 39.48750199443357], [-0.377733213158041, 39.48691343939374], [-0.378143120516818, 39.48635063162696], [-0.379000176815341, 39.48643754158874], [-0.379452896222769, 39.48771347704032], [-0.380194275994358, 39.48757254096831], [-0.381637619520055, 39.487276262158375], [-0.38369900731507, 39.4884217662153], [-0.384456834085887, 39.48877215205665], [-0.385542545628273, 39.489274051544136], [-0.385731561815619, 39.48942694928353], [-0.382164749089022, 39.490288045649635]]], ""type"": ""Polygon""}";TORMOS;054;5;54;1065;201119.02;12.63;72.7;9345.5;30.27;3.48;2.37;2.97;Pot. Vulnerable
39.48596998286584, -0.38299994097727424;"{""coordinates"": [[[-0.385731561815619, 39.48942694928353], [-0.385542545628273, 39.489274051544136], [-0.384456834085887, 39.48877215205665], [-0.38369900731507, 39.4884217662153], [-0.381637619520055, 39.487276262158375], [-0.380194275994358, 39.48757254096831], [-0.379452896222769, 39.48771347704032], [-0.379000176815341, 39.48643754158874], [-0.378143120516818, 39.48635063162696], [-0.378530181521795, 39.48560263587469], [-0.378666611631448, 39.484853489384165], [-0.378803771510725, 39.48385210413259], [-0.379109125594239, 39.48197166921411], [-0.380234716006452, 39.48212317402641], [-0.381054592710665, 39.48223174307484], [-0.383660337941584, 39.48391202425721], [-0.385224129347463, 39.48503278296929], [-0.387305242071244, 39.486602080317695], [-0.387545779236249, 39.48681468168367], [-0.389470864324888, 39.48855610433285], [-0.38691945800873, 39.489160892645664], [-0.38615873521667, 39.48933295826672], [-0.385731561815619, 39.48942694928353]]], ""type"": ""Polygon""}";MARXALENES;051;5;51;1996;291861.55;12.37;109.94;10318.0;27.02;3.35;2.43;2.84;Pot. Vulnerable
39.483188001440524, -0.38580010008664095;"{""coordinates"": [[[-0.390115673065574, 39.48553914728731], [-0.389224041990318, 39.485929017799926], [-0.388949939530454, 39.486729137073276], [-0.388586444415861, 39.48661736745453], [-0.388276802539327, 39.485979792685214], [-0.387446160674027, 39.48631246297669], [-0.387305242071244, 39.486602080317695], [-0.385224129347463, 39.48503278296929], [-0.383660337941584, 39.48391202425721], [-0.381054592710665, 39.48223174307484], [-0.383395236216554, 39.48115839149665], [-0.383480246873482, 39.48111976612415], [-0.386151670019624, 39.479806063565285], [-0.388838244013912, 39.483501496119736], [-0.387964910960459, 39.48386924644697], [-0.389119853708552, 39.485548307421354], [-0.389890045791626, 39.48521877150759], [-0.390115673065574, 39.48553914728731]]], ""type"": ""Polygon""}";LES TENDETES;042;4;42;1312;136517.09;11.78;56.08;11610.4;25.24;3.29;2.95;3.1;No Vulnerable
39.48105294988306, -0.3942219586085023;"{""coordinates"": [[[-0.390115673065574, 39.48553914728731], [-0.389890045791626, 39.48521877150759], [-0.389119853708552, 39.485548307421354], [-0.387964910960459, 39.48386924644697], [-0.388838244013912, 39.483501496119736], [-0.386151670019624, 39.479806063565285], [-0.386705301098245, 39.47953473818856], [-0.387373657422844, 39.479207441332896], [-0.388555825767454, 39.47872051215824], [-0.390466257500557, 39.478245431617225], [-0.390657752855602, 39.47819567886637], [-0.391291148351523, 39.47790811364954], [-0.392198359575994, 39.47748704440044], [-0.394466244205906, 39.476465885270734], [-0.396265787581153, 39.47565039098166], [-0.396470386071566, 39.47556038239887], [-0.398806524273296, 39.47512173499505], [-0.399579303491651, 39.476940785622645], [-0.40011443526715, 39.47835362192675], [-0.398942742224915, 39.47867873658998], [-0.398508933428574, 39.47883568888112], [-0.398786338862774, 39.47922927796148], [-0.401762619803406, 39.48331828227203], [-0.401123400999304, 39.48354722586301], [-0.397981063682725, 39.48490478295377], [-0.396006366481287, 39.48585149857095], [-0.395245042487551, 39.484582220252754], [-0.392578902694171, 39.485734091399706], [-0.391219243066135, 39.486320667609135], [-0.390653090299048, 39.48610976205372], [-0.390466849676534, 39.48603801375446], [-0.390115673065574, 39.48553914728731]]], ""type"": ""Polygon""}";CAMPANAR;041;4;41;3216;99560.18;11.54;56.43;13421.33;16.47;2.99;3.49;3.23;No Vulnerable
39.476620379649276, -0.37511844900506336;"{""coordinates"": [[[-0.370587097833807, 39.47720719075628], [-0.371621899480327, 39.47675763985239], [-0.372932777633846, 39.47694494505935], [-0.372993198724995, 39.47680667482837], [-0.373142253673153, 39.476629868649816], [-0.373254697866644, 39.47626755461473], [-0.373443869868045, 39.47629885689664], [-0.373475844113852, 39.47583563611737], [-0.373591412330082, 39.47548690547425], [-0.373691973058862, 39.475363055199786], [-0.373793133767464, 39.47539687217172], [-0.374165252777303, 39.474833223194835], [-0.374224912049227, 39.47461836932574], [-0.374401316731224, 39.474352091477215], [-0.374542108432928, 39.47400843403076], [-0.374244681840837, 39.47393865243769], [-0.374233182056542, 39.4735104750702], [-0.375666813526157, 39.473813132371376], [-0.376083837412301, 39.47389011522688], [-0.376702166931368, 39.47392659710001], [-0.376937692556625, 39.47392290485158], [-0.37710041856635, 39.47403918772494], [-0.376852969585775, 39.47426332658807], [-0.377060068581307, 39.47441664631027], [-0.37690064101758, 39.47537247511404], [-0.377678088178798, 39.4753900215376], [-0.377711963531046, 39.475570961815556], [-0.378322234671745, 39.47570635009765], [-0.378771108318517, 39.47561288389056], [-0.379103404126417, 39.475624883258305], [-0.379268910682078, 39.475628615923156], [-0.379167274096961, 39.476148824800035], [-0.37917038664602, 39.47654978631574], [-0.378479275602208, 39.4766513117609], [-0.377980227357664, 39.47664906134117], [-0.377918705575795, 39.47691343252292], [-0.377936932707649, 39.47700842709887], [-0.377235116952247, 39.47704664198499], [-0.377202938670429, 39.47722609151584], [-0.376881334305676, 39.47727738949272], [-0.37687761290764, 39.47737640217122], [-0.37620432180301, 39.478897191164556], [-0.374133814140705, 39.47933688765804], [-0.372800466722794, 39.47856803015916], [-0.372562198831443, 39.47843201571118], [-0.370587097833807, 39.47720719075628]]], ""type"": ""Polygon""}";LA SEU;011;1;11;284;41394.98;12.59;21.91;17376.0;14.97;3.19;4.04;3.59;No Vulnerable
39.47631133285405, -0.3499672221599357;"{""coordinates"": [[[-0.348466226751575, 39.47826300680795], [-0.34855730286375, 39.4773191662984], [-0.346353106999586, 39.47733643545498], [-0.347050984547483, 39.475586664491196], [-0.347761263538266, 39.47396778948357], [-0.349436993103544, 39.47443392128125], [-0.35058965978479, 39.474766495605806], [-0.352469031314325, 39.47530481038993], [-0.352538033624828, 39.4753243999757], [-0.35247663440042, 39.47544912373334], [-0.353893376326036, 39.475850752014736], [-0.352742180859539, 39.4779866159122], [-0.35150603883789, 39.477611611509786], [-0.35125610558506, 39.47820499686865], [-0.350291135327534, 39.478228041025886], [-0.348466226751575, 39.47826300680795]]], ""type"": ""Polygon""}";LA VEGA BAIXA;134;13;134;1193;29340.03;45.2;7.16;15807.25;12.68;3.0;4.03;3.37;No Vulnerable
39.471972294039595, -0.33623507133195274;"{""coordinates"": [[[-0.333439656288548, 39.47599590980928], [-0.333729361029577, 39.4748404400712], [-0.333850269467631, 39.474356742658145], [-0.33415709619451, 39.47280978432169], [-0.334317011267995, 39.47155223873943], [-0.334731648880506, 39.47106176444402], [-0.334987757541157, 39.47008118120793], [-0.335013715415345, 39.469496217418516], [-0.334949459900381, 39.469143402977245], [-0.334703944570948, 39.46853419565961], [-0.33498029950158, 39.46854502895322], [-0.338480836811716, 39.46881441007218], [-0.338676291194439, 39.4688323994626], [-0.338756500108752, 39.46867207886737], [-0.339861992414601, 39.468999173769575], [-0.339798576962092, 39.46911934020996], [-0.340097966534395, 39.4692117763753], [-0.339817636619368, 39.46978191040684], [-0.340239950319898, 39.46990869067856], [-0.340142574674209, 39.47010014998698], [-0.339443179030216, 39.46988595630006], [-0.338776097006026, 39.47124450629681], [-0.338235553832392, 39.47107448231803], [-0.335589081074709, 39.47653617123679], [-0.333439656288548, 39.47599590980928]]], ""type"": ""Polygon""}";BETERO;114;11;114;1615;166801.71;11.75;55.0;11582.6;21.62;2.87;2.98;3.06;Vulnerable
39.47098032023145, -0.3588449910768001;"{""coordinates"": [[[-0.358216303386196, 39.476998638815346], [-0.353893376326036, 39.475850752014736], [-0.35247663440042, 39.47544912373334], [-0.352538033624828, 39.4753243999757], [-0.353168419260486, 39.4740279945847], [-0.354411601403215, 39.47147531108978], [-0.354420273806781, 39.47145749099379], [-0.355436592460506, 39.469368085780545], [-0.355670568302621, 39.468886936494506], [-0.356540222397229, 39.46710047202328], [-0.35682925903471, 39.46650797185567], [-0.357115205722821, 39.46591989597524], [-0.358007538033928, 39.464088899825335], [-0.358674984757242, 39.463707685120895], [-0.359826578696212, 39.463355492884254], [-0.360152025640141, 39.46414214560327], [-0.361067265758611, 39.4659106266586], [-0.361766157249932, 39.467196723894794], [-0.362400563333855, 39.4683822658261], [-0.363131334831728, 39.46942134607538], [-0.36377884111607, 39.47024231325325], [-0.364536159191348, 39.471214421184776], [-0.366015700368094, 39.47310826975877], [-0.364584899511006, 39.473810036593996], [-0.363768441996629, 39.47421042571328], [-0.360612588640969, 39.473305469999694], [-0.359969982648274, 39.47466019691872], [-0.359436093067911, 39.47450392626905], [-0.358883136467536, 39.475657986428594], [-0.358216303386196, 39.476998638815346]]], ""type"": ""Polygon""}";MESTALLA;062;6;62;3732;284202.89;11.49;79.18;16292.9;16.72;2.91;3.93;3.26;Pot. Vulnerable
39.474142943963784, -0.37093250901900127;"{""coordinates"": [[[-0.370587097833807, 39.47720719075628], [-0.369768745529392, 39.476751744935726], [-0.368847247615453, 39.476469620220726], [-0.366015700368094, 39.47310826975877], [-0.368382288610659, 39.47207634657072], [-0.368664141072708, 39.47188453567209], [-0.370060717116504, 39.47233956300208], [-0.369989379633823, 39.472671273600824], [-0.370683089526128, 39.47280859003083], [-0.370856053759216, 39.472208923652666], [-0.371588480797733, 39.47230206664566], [-0.371801137636163, 39.47147807674274], [-0.372541440776493, 39.471535356623036], [-0.37369342010002, 39.471849678050475], [-0.374303920224742, 39.47188149117048], [-0.374630363636295, 39.47181680519582], [-0.374666556523194, 39.471916719569336], [-0.374960680565614, 39.47184228471878], [-0.375398781862845, 39.47166749980213], [-0.37555393967778, 39.47213946123213], [-0.375509605024884, 39.47258438624908], [-0.375245268116858, 39.47300633375908], [-0.374392872429023, 39.47270330103683], [-0.374233182056542, 39.4735104750702], [-0.374244681840837, 39.47393865243769], [-0.374542108432928, 39.47400843403076], [-0.374401316731224, 39.474352091477215], [-0.374224912049227, 39.47461836932574], [-0.374165252777303, 39.474833223194835], [-0.373793133767464, 39.47539687217172], [-0.373691973058862, 39.475363055199786], [-0.373591412330082, 39.47548690547425], [-0.373475844113852, 39.47583563611737], [-0.373443869868045, 39.47629885689664], [-0.373254697866644, 39.47626755461473], [-0.373142253673153, 39.476629868649816], [-0.372993198724995, 39.47680667482837], [-0.372932777633846, 39.47694494505935], [-0.371621899480327, 39.47675763985239], [-0.370587097833807, 39.47720719075628]]], ""type"": ""Polygon""}";LA XEREA;012;1;12;948;53962.31;11.93;20.22;21397.5;15.4;2.96;4.27;3.36;No Vulnerable
39.47383025182646, -0.3788324997540704;"{""coordinates"": [[[-0.37917038664602, 39.47654978631574], [-0.379167274096961, 39.476148824800035], [-0.379268910682078, 39.475628615923156], [-0.379103404126417, 39.475624883258305], [-0.378771108318517, 39.47561288389056], [-0.378322234671745, 39.47570635009765], [-0.377711963531046, 39.475570961815556], [-0.377678088178798, 39.4753900215376], [-0.37690064101758, 39.47537247511404], [-0.377060068581307, 39.47441664631027], [-0.376852969585775, 39.47426332658807], [-0.37710041856635, 39.47403918772494], [-0.376937692556625, 39.47392290485158], [-0.376702166931368, 39.47392659710001], [-0.376083837412301, 39.47389011522688], [-0.375666813526157, 39.473813132371376], [-0.376853555038691, 39.47221835251556], [-0.377809324672545, 39.47091113410453], [-0.378432616729975, 39.47137563642193], [-0.37885718778931, 39.47156088505389], [-0.379213560752284, 39.47182116895215], [-0.379793979384211, 39.47199641559539], [-0.379817083240217, 39.47240683690436], [-0.380951314540822, 39.47232430832914], [-0.380994651316786, 39.47244690382773], [-0.380715089229902, 39.4727919372327], [-0.380458571655657, 39.47314200278962], [-0.380652870647067, 39.473191426441616], [-0.381049188057024, 39.473452605145454], [-0.38116064627173, 39.47359925777831], [-0.381223014390946, 39.473776334863466], [-0.381214571680456, 39.47400136459356], [-0.381308472604974, 39.474422380792696], [-0.381248766893859, 39.474677786103456], [-0.380992434449907, 39.475099927259144], [-0.3808075781296, 39.475379538059386], [-0.381064311372428, 39.47543036826379], [-0.381129520973154, 39.4762291073856], [-0.380435793475883, 39.47630355920536], [-0.37917038664602, 39.47654978631574]]], ""type"": ""Polygon""}";EL MERCAT;015;1;15;202;64218.03;11.9;18.15;14704.0;19.43;2.97;4.01;3.5;No Vulnerable
39.47324431211682, -0.3822881506321353;"{""coordinates"": [[[-0.381129520973154, 39.4762291073856], [-0.381064311372428, 39.47543036826379], [-0.3808075781296, 39.475379538059386], [-0.380992434449907, 39.475099927259144], [-0.381248766893859, 39.474677786103456], [-0.381308472604974, 39.474422380792696], [-0.381214571680456, 39.47400136459356], [-0.381223014390946, 39.473776334863466], [-0.38116064627173, 39.47359925777831], [-0.381049188057024, 39.473452605145454], [-0.380652870647067, 39.473191426441616], [-0.380458571655657, 39.47314200278962], [-0.380715089229902, 39.4727919372327], [-0.380994651316786, 39.47244690382773], [-0.380951314540822, 39.47232430832914], [-0.379817083240217, 39.47240683690436], [-0.379793979384211, 39.47199641559539], [-0.379750449196533, 39.47122068628755], [-0.381186892014338, 39.47084767838984], [-0.381461536142927, 39.47088539798557], [-0.382683836762298, 39.47089491561097], [-0.383564660642068, 39.470594946661365], [-0.383925716622314, 39.47154448638475], [-0.384055337071844, 39.47188523449515], [-0.384046792424822, 39.47213278430958], [-0.384023044571602, 39.47278538810521], [-0.383979296086098, 39.47373932750989], [-0.384167882608232, 39.47554982863043], [-0.383757591342139, 39.475486539429724], [-0.38373641805468, 39.47576082216004], [-0.383098643192435, 39.47585456728166], [-0.38245845883152, 39.47599329859699], [-0.381915938489674, 39.47614323551202], [-0.381129520973154, 39.4762291073856]]], ""type"": ""Polygon""}";EL PILAR;014;1;14;132;89514.69;12.52;28.52;14331.0;20.63;3.09;3.55;3.29;No Vulnerable
39.46888289256515, -0.3396388576535007;"{""coordinates"": [[[-0.341961937773676, 39.472227276503716], [-0.339753516130869, 39.47155966079832], [-0.338776097006026, 39.47124450629681], [-0.339443179030216, 39.46988595630006], [-0.340142574674209, 39.47010014998698], [-0.340239950319898, 39.46990869067856], [-0.339817636619368, 39.46978191040684], [-0.340097966534395, 39.4692117763753], [-0.339798576962092, 39.46911934020996], [-0.339861992414601, 39.468999173769575], [-0.338756500108752, 39.46867207886737], [-0.338676291194439, 39.4688323994626], [-0.338480836811716, 39.46881441007218], [-0.33498029950158, 39.46854502895322], [-0.335425064380334, 39.4659517189747], [-0.341780279690378, 39.46782237435543], [-0.343534790265413, 39.46831291367478], [-0.343569087842354, 39.468480359622156], [-0.343711549065725, 39.468650277970504], [-0.34305117819016, 39.46996847684946], [-0.342635598154333, 39.470828309839085], [-0.341961937773676, 39.472227276503716]]], ""type"": ""Polygon""}";L'ILLA PERDUDA;131;13;131;1342;38936.13;72.54;11.15;11630.5;17.47;3.18;2.82;3.0;Vulnerable
39.46650655401032, -0.3800190830312073;"{""coordinates"": [[[-0.384093524453691, 39.46935463720282], [-0.383452500833004, 39.470331165988675], [-0.381380935001817, 39.46873499087126], [-0.380888876809951, 39.4685482305645], [-0.37985190179293, 39.46815099000398], [-0.378858369443909, 39.46791237418442], [-0.376954113825446, 39.46745499491853], [-0.376527260103865, 39.46735076722079], [-0.376860579471612, 39.4664258892992], [-0.378077984865138, 39.46304355553302], [-0.379945696963348, 39.46338747241244], [-0.381287431205016, 39.46534108569731], [-0.381610655261193, 39.46582583550046], [-0.382215233158673, 39.46673132764455], [-0.38255532650089, 39.467211950447066], [-0.383001387206429, 39.46781206410328], [-0.384093524453691, 39.46935463720282]]], ""type"": ""Polygon""}";LA ROQUETA;032;3;32;148;61839.84;12.42;24.12;15711.55;21.77;3.0;3.62;3.16;No Vulnerable
39.46271196263642, -0.39186981240408486;"{""coordinates"": [[[-0.395335176754361, 39.46794055192306], [-0.393282665996526, 39.46757922272781], [-0.392667788615407, 39.46747082756999], [-0.390030755564224, 39.46700623738339], [-0.389962891931741, 39.46693714711569], [-0.388193606627143, 39.46442448571639], [-0.387813062351174, 39.46389792568091], [-0.386937179835339, 39.4626710533348], [-0.388011313244154, 39.46219071434148], [-0.387541100069442, 39.46151799689709], [-0.388889258088255, 39.45994474103468], [-0.38821142789791, 39.45956014835741], [-0.390290197257618, 39.456471799083886], [-0.39210895061037, 39.458143222990785], [-0.393153778853389, 39.4590675376491], [-0.394177473420511, 39.460072457752304], [-0.396121293663422, 39.46176464175623], [-0.397321255006802, 39.46289509404226], [-0.397401244925841, 39.463905874877064], [-0.396184636096006, 39.46394167628331], [-0.39455814368906, 39.465423202500176], [-0.395335176754361, 39.46794055192306]]], ""type"": ""Polygon""}";PATRAIX;081;8;81;2012;789312.14;11.7;183.54;12073.0;19.18;3.3;3.22;3.1;Vulnerable
39.45917864333915, -0.34984959548961037;"{""coordinates"": [[[-0.356089317167646, 39.46515784147697], [-0.354768848213844, 39.464195393660944], [-0.354685607929212, 39.464360152260255], [-0.354238318532996, 39.46425988228765], [-0.353979086804403, 39.46419992762976], [-0.354213356100737, 39.4636917702335], [-0.352206848399988, 39.463064997229395], [-0.352520622764687, 39.46233793969725], [-0.351556734706401, 39.46205021883102], [-0.347647275236174, 39.46088904400022], [-0.345513111691688, 39.46035837547604], [-0.344131171139884, 39.46000700047375], [-0.342990654622096, 39.45970617275521], [-0.342409251618652, 39.45956226095185], [-0.343747607022317, 39.45846225795727], [-0.343573184273265, 39.458426740585566], [-0.340865930038357, 39.45784234748523], [-0.340839244737426, 39.45783723252854], [-0.340884591011098, 39.45775268682837], [-0.34140448920125, 39.45409352706907], [-0.343014172627017, 39.4538195172347], [-0.343810156127879, 39.45381968520638], [-0.344853784936227, 39.45391559329105], [-0.345567352771044, 39.454039998205296], [-0.346251496070274, 39.45415470911107], [-0.347324970575781, 39.45444046082649], [-0.348999154308627, 39.455451581777076], [-0.349044780282145, 39.455493161994546], [-0.35055109323091, 39.45660404168582], [-0.352661210349024, 39.45794037301133], [-0.355075761507145, 39.459315144128645], [-0.357882424005694, 39.46008167012105], [-0.359826578696212, 39.463355492884254], [-0.358674984757242, 39.463707685120895], [-0.358007538033928, 39.464088899825335], [-0.357115205722821, 39.46591989597524], [-0.357028324196202, 39.46585485868089], [-0.356089317167646, 39.46515784147697]]], ""type"": ""Polygon""}";PENYA-ROJA;125;12;125;3984;96327.78;9.04;32.07;18247.5;11.03;2.79;4.61;3.7;No Vulnerable
39.45842610279255, -0.396875553071405;"{""coordinates"": [[[-0.402352051257266, 39.45821499707592], [-0.400236470763666, 39.46015862953615], [-0.398737330430104, 39.46152143737319], [-0.397321255006802, 39.46289509404226], [-0.396121293663422, 39.46176464175623], [-0.394177473420511, 39.460072457752304], [-0.393153778853389, 39.4590675376491], [-0.39210895061037, 39.458143222990785], [-0.390290197257618, 39.456471799083886], [-0.393573259206053, 39.45627521570964], [-0.394709509774162, 39.45622863008618], [-0.395802945275422, 39.45606395903332], [-0.396775719806574, 39.45570738034236], [-0.397436858783127, 39.455253736002355], [-0.398304337226449, 39.45458399013836], [-0.399493845988596, 39.45546644283273], [-0.399095919681323, 39.45579537032616], [-0.402352051257266, 39.45821499707592]]], ""type"": ""Polygon""}";SAFRANAR;084;8;84;2829;154920.98;10.88;54.89;11679.83;15.5;3.21;3.47;3.38;No Vulnerable
39.45580097451323, -0.3711469685752739;"{""coordinates"": [[[-0.368800284038993, 39.45882945433445], [-0.368545250297812, 39.45829216086962], [-0.368379992621122, 39.457955093344694], [-0.368002606352982, 39.45717629492065], [-0.367960665410333, 39.45709426588112], [-0.36736499736576, 39.45622945160234], [-0.366755882780942, 39.455278737036366], [-0.368524928756101, 39.45449450816384], [-0.368027882120823, 39.45359589481798], [-0.368868846059131, 39.45330863660434], [-0.368900362027955, 39.4533588985158], [-0.370808098561337, 39.45338406200086], [-0.371348319613114, 39.453175565640564], [-0.371127375806913, 39.452292218212776], [-0.37160434513105, 39.45088863102883], [-0.372382063082273, 39.45199176933951], [-0.373562146598307, 39.45369408222785], [-0.375511514220524, 39.456535345820036], [-0.375768723556781, 39.45691952391805], [-0.373967087105268, 39.45766257817272], [-0.371441500495591, 39.458727071751646], [-0.36924433894523, 39.459632272318395], [-0.368800284038993, 39.45882945433445]]], ""type"": ""Polygon""}";EN CORTS;102;10;102;1109;394814.87;12.48;109.1;9904.22;28.73;2.92;2.6;2.73;Vulnerable
39.45287103221429, -0.3659376655601421;"{""coordinates"": [[[-0.358386740052767, 39.459039115379134], [-0.358009032541622, 39.45867468256293], [-0.358626991877741, 39.457891460263355], [-0.360435248892306, 39.45574792932389], [-0.361665042744047, 39.45424436709933], [-0.362595195586223, 39.45384657840397], [-0.362370170000356, 39.45345859784661], [-0.364946830227399, 39.4505576803159], [-0.365895903524173, 39.449367518095045], [-0.366511189771787, 39.44859319917726], [-0.367076491011637, 39.44793035460872], [-0.367862879328046, 39.44760583119611], [-0.368259129724076, 39.448191368175664], [-0.369414984038729, 39.447717554170254], [-0.369501550455354, 39.44786815884124], [-0.370536230609938, 39.44937801690294], [-0.370968105799469, 39.4499823684267], [-0.37160434513105, 39.45088863102883], [-0.371127375806913, 39.452292218212776], [-0.371348319613114, 39.453175565640564], [-0.370808098561337, 39.45338406200086], [-0.368900362027955, 39.4533588985158], [-0.368868846059131, 39.45330863660434], [-0.368027882120823, 39.45359589481798], [-0.368524928756101, 39.45449450816384], [-0.366755882780942, 39.455278737036366], [-0.364196509693161, 39.45633328965981], [-0.363152692469481, 39.45677806939033], [-0.361322180843631, 39.4575518015025], [-0.3601349491714, 39.45804283674026], [-0.358824158928201, 39.45853556510952], [-0.358386740052767, 39.459039115379134]]], ""type"": ""Polygon""}";NA ROVELLA;105;10;105;3504;89521.77;15.06;127.92;7480.67;39.08;3.1;1.54;2.52;Vulnerable
39.444751789895015, -0.3771845963830551;"{""coordinates"": [[[-0.375768723556781, 39.45691952391805], [-0.375511514220524, 39.456535345820036], [-0.373562146598307, 39.45369408222785], [-0.372382063082273, 39.45199176933951], [-0.37160434513105, 39.45088863102883], [-0.370968105799469, 39.4499823684267], [-0.370536230609938, 39.44937801690294], [-0.369501550455354, 39.44786815884124], [-0.369414984038729, 39.447717554170254], [-0.36934499689743, 39.44758984672227], [-0.369122080402209, 39.44718390884756], [-0.368963261949506, 39.446117282557736], [-0.369027198428354, 39.445461086199934], [-0.369514807348974, 39.44148128722193], [-0.369540925392895, 39.44127017996397], [-0.370173719130181, 39.43551903836268], [-0.378091528377634, 39.436301488546476], [-0.387154992360668, 39.43719024716467], [-0.384925333029412, 39.44354070224982], [-0.383597764324853, 39.447285502186325], [-0.382810103996384, 39.449506445763696], [-0.381238890368745, 39.45462857195771], [-0.379835715126692, 39.45522755544162], [-0.378433967859943, 39.45582655385513], [-0.377182213369858, 39.45635685854211], [-0.375768723556781, 39.45691952391805]]], ""type"": ""Polygon""}";MALILLA;103;10;103;5407;390449.78;11.59;163.39;10842.93;18.69;2.86;2.97;3.04;No Vulnerable
39.444970173903606, -0.39002522600922906;"{""coordinates"": [[[-0.385816137040209, 39.44783541758336], [-0.386313554741872, 39.44640069451943], [-0.387151328298391, 39.44431147941025], [-0.387645534880883, 39.44303883643126], [-0.388017179049, 39.44209228679335], [-0.389036337052129, 39.44233589244284], [-0.39043623738934, 39.442340312509096], [-0.392299627882584, 39.4422425043182], [-0.393545201788052, 39.4418875746431], [-0.394304921464848, 39.44192263494863], [-0.393718633941535, 39.44342743738322], [-0.393356566817582, 39.44439226537629], [-0.392978369171987, 39.44536124363934], [-0.392447118671118, 39.44671414937968], [-0.392097800260369, 39.447647736692716], [-0.389612748624691, 39.4477225709992], [-0.385816137040209, 39.44783541758336]]], ""type"": ""Polygon""}";SANT MARCEL.LI;094;9;94;1471;328219.48;12.59;112.86;9398.89;25.6;2.95;2.14;2.7;Pot. Vulnerable
39.47266145515938, -0.3510313309968047;"{""coordinates"": [[[-0.352538033624828, 39.4753243999757], [-0.352469031314325, 39.47530481038993], [-0.35058965978479, 39.474766495605806], [-0.349436993103544, 39.47443392128125], [-0.347761263538266, 39.47396778948357], [-0.348127786020262, 39.47309780075294], [-0.348719735843639, 39.471647393842034], [-0.348853045824083, 39.47131260682404], [-0.349108303665259, 39.470674303710766], [-0.349393860582831, 39.4699646209423], [-0.35240257793658, 39.470871013321826], [-0.354411601403215, 39.47147531108978], [-0.353168419260486, 39.4740279945847], [-0.352538033624828, 39.4753243999757]]], ""type"": ""Polygon""}";L'AMISTAT;133;13;133;1443;36064.61;76.11;11.41;11989.5;23.08;3.49;2.88;3.04;Pot. Vulnerable
